"YEAR","MONTH","MAKE","MODEL","QUANTITY","PCT"
2015,5,"Toyota ","Toyota Auris",352,2.9
2015,6,"Toyota ","Toyota Auris",336,2.4
2015,7,"Toyota ","Toyota Auris",294,2.4
2015,8,"Toyota ","Toyota Auris",412,3.3
2015,9,"Toyota ","Toyota Auris",535,4.3
2015,10,"Toyota ","Toyota Auris",574,4.3
2015,11,"Toyota ","Toyota Auris",450,3.6
2015,12,"Toyota ","Toyota Auris",264,2
2016,1,"Toyota ","Toyota Auris",300,2.7
2016,2,"Toyota ","Toyota Auris",332,2.7
2016,3,"Toyota ","Toyota Auris",507,3.7
2016,4,"Toyota ","Toyota Auris",428,3
2016,5,"Toyota ","Toyota Auris",448,3.5
2016,6,"Toyota ","Toyota Auris",435,3.2
2016,7,"Toyota ","Toyota Auris",251,2.3
2016,8,"Toyota ","Toyota Auris",361,2.7
2016,9,"Toyota ","Toyota Auris",492,3.6
2016,10,"Toyota ","Toyota Auris",339,2.8
2016,11,"Toyota ","Toyota Auris",320,2.4
2016,12,"Toyota ","Toyota Auris",206,1.5
2015,3,"Toyota ","Toyota Prius",99,0.7
2015,4,"Toyota ","Toyota Prius",72,0.6
2016,1,"Toyota ","Toyota Prius",55,0.5
2016,2,"Toyota ","Toyota Prius",124,1
2016,3,"Toyota ","Toyota Prius",153,1.1
2016,4,"Toyota ","Toyota Prius",195,1.4
2016,5,"Toyota ","Toyota Prius",197,1.5
2016,6,"Toyota ","Toyota Prius",246,1.8
2016,7,"Toyota ","Toyota Prius",186,1.7
2016,8,"Toyota ","Toyota Prius",183,1.4
2016,9,"Toyota ","Toyota Prius",233,1.7
2016,10,"Toyota ","Toyota Prius",166,1.4
2016,11,"Toyota ","Toyota Prius",143,1.1
2016,12,"Toyota ","Toyota Prius",104,0.8
2014,12,"Toyota ","Toyota Yaris",312,2.5
2015,1,"Toyota ","Toyota Yaris",328,3.1
2015,2,"Toyota ","Toyota Yaris",338,3.2
2015,3,"Toyota ","Toyota Yaris",379,2.7
2015,4,"Toyota ","Toyota Yaris",330,2.6
2015,5,"Toyota ","Toyota Yaris",371,3.1
2015,6,"Toyota ","Toyota Yaris",371,2.6
2015,7,"Toyota ","Toyota Yaris",401,3.2
2015,8,"Toyota ","Toyota Yaris",338,2.7
2015,9,"Toyota ","Toyota Yaris",364,2.9
2015,10,"Toyota ","Toyota Yaris",379,2.9
2015,11,"Toyota ","Toyota Yaris",334,2.7
2015,12,"Toyota ","Toyota Yaris",281,2.1
2016,1,"Toyota ","Toyota Yaris",317,2.9
2016,2,"Toyota ","Toyota Yaris",296,2.4
2016,3,"Toyota ","Toyota Yaris",361,2.6
2016,4,"Toyota ","Toyota Yaris",362,2.6
2016,5,"Toyota ","Toyota Yaris",483,3.8
2016,6,"Toyota ","Toyota Yaris",391,2.9
2016,7,"Toyota ","Toyota Yaris",266,2.4
2016,8,"Toyota ","Toyota Yaris",410,3.1
2016,9,"Toyota ","Toyota Yaris",405,2.9
2016,10,"Toyota ","Toyota Yaris",353,3
2016,11,"Toyota ","Toyota Yaris",311,2.4
2016,12,"Toyota ","Toyota Yaris",292,2.1
2014,12,"Skoda ","Skoda Octavia",392,3.1
2015,1,"Skoda ","Skoda Octavia",289,2.7
2015,2,"Skoda ","Skoda Octavia",362,3.4
2015,3,"Skoda ","Skoda Octavia",411,2.9
2015,4,"Skoda ","Skoda Octavia",460,3.6
2015,5,"Skoda ","Skoda Octavia",329,2.7
2015,6,"Skoda ","Skoda Octavia",358,2.5
2015,7,"Skoda ","Skoda Octavia",343,2.8
2015,8,"Skoda ","Skoda Octavia",372,3
2015,9,"Skoda ","Skoda Octavia",311,2.5
2015,10,"Skoda ","Skoda Octavia",386,2.9
2015,11,"Skoda ","Skoda Octavia",310,2.5
2015,12,"Skoda ","Skoda Octavia",349,2.7
2016,1,"Skoda ","Skoda Octavia",213,1.9
2016,2,"Skoda ","Skoda Octavia",399,3.3
2016,3,"Skoda ","Skoda Octavia",285,2.1
2016,4,"Skoda ","Skoda Octavia",383,2.7
2016,5,"Skoda ","Skoda Octavia",344,2.7
2016,6,"Skoda ","Skoda Octavia",328,2.4
2016,7,"Skoda ","Skoda Octavia",301,2.7
2016,8,"Skoda ","Skoda Octavia",270,2
2016,9,"Skoda ","Skoda Octavia",315,2.3
2016,10,"Skoda ","Skoda Octavia",322,2.7
2016,11,"Skoda ","Skoda Octavia",348,2.6
2016,12,"Skoda ","Skoda Octavia",287,2.1
2015,3,"Suzuki ","Suzuki Vitara",60,0.4
2015,4,"Suzuki ","Suzuki Vitara",58,0.5
2016,1,"Suzuki ","Suzuki Vitara",219,2
2016,2,"Suzuki ","Suzuki Vitara",156,1.3
2016,3,"Suzuki ","Suzuki Vitara",181,1.3
2016,4,"Suzuki ","Suzuki Vitara",154,1.1
2016,5,"Suzuki ","Suzuki Vitara",93,0.7
2016,6,"Suzuki ","Suzuki Vitara",95,0.7
2016,7,"Suzuki ","Suzuki Vitara",128,1.2
2014,12,"Tesla ","Tesla Model S",267,2.1
2015,2,"Tesla ","Tesla Model S",321,3
2015,3,"Tesla ","Tesla Model S",1140,8.1
2015,4,"Tesla ","Tesla Model S",230,1.8
2015,5,"Tesla ","Tesla Model S",346,2.9
2015,6,"Tesla ","Tesla Model S",566,4
2015,7,"Tesla ","Tesla Model S",222,1.8
2015,8,"Tesla ","Tesla Model S",220,1.7
2015,9,"Tesla ","Tesla Model S",127,1
2015,10,"Tesla ","Tesla Model S",198,1.5
2015,11,"Tesla ","Tesla Model S",225,1.8
2015,12,"Tesla ","Tesla Model S",373,2.9
2016,1,"Tesla ","Tesla Model S",105,1
2016,2,"Tesla ","Tesla Model S",113,0.9
2016,3,"Tesla ","Tesla Model S",487,3.5
2016,4,"Tesla ","Tesla Model S",96,0.7
2016,5,"Tesla ","Tesla Model S",156,1.2
2016,6,"Tesla ","Tesla Model S",284,2.1
2016,7,"Tesla ","Tesla Model S",43,0.4
2016,8,"Tesla ","Tesla Model S",170,1.3
2016,9,"Tesla ","Tesla Model S",247,1.8
2016,10,"Tesla ","Tesla Model S",39,0.3
2016,11,"Tesla ","Tesla Model S",48,0.4
2016,12,"Tesla ","Tesla Model S",263,1.9
2016,1,"Hyundai ","Hyundai Tucson",95,0.9
2016,2,"Hyundai ","Hyundai Tucson",54,0.4
2016,7,"Hyundai ","Hyundai Tucson",152,1.4
2014,12,"Nissan ","Nissan Qashqai",146,1.2
2015,1,"Nissan ","Nissan Qashqai",315,3
2015,2,"Nissan ","Nissan Qashqai",247,2.3
2015,3,"Nissan ","Nissan Qashqai",272,1.9
2015,4,"Nissan ","Nissan Qashqai",147,1.2
2015,5,"Nissan ","Nissan Qashqai",188,1.6
2015,6,"Nissan ","Nissan Qashqai",307,2.2
2015,7,"Nissan ","Nissan Qashqai",385,3.1
2015,8,"Nissan ","Nissan Qashqai",198,1.6
2015,9,"Nissan ","Nissan Qashqai",246,2
2015,10,"Nissan ","Nissan Qashqai",222,1.7
2015,11,"Nissan ","Nissan Qashqai",162,1.3
2015,12,"Nissan ","Nissan Qashqai",119,0.9
2016,1,"Nissan ","Nissan Qashqai",196,1.8
2016,2,"Nissan ","Nissan Qashqai",187,1.5
2016,3,"Nissan ","Nissan Qashqai",191,1.4
2016,4,"Nissan ","Nissan Qashqai",126,0.9
2016,5,"Nissan ","Nissan Qashqai",132,1
2016,6,"Nissan ","Nissan Qashqai",154,1.1
2016,7,"Nissan ","Nissan Qashqai",183,1.7
2016,8,"Nissan ","Nissan Qashqai",131,1
2016,9,"Nissan ","Nissan Qashqai",146,1.1
2016,10,"Nissan ","Nissan Qashqai",205,1.7
2016,11,"Nissan ","Nissan Qashqai",218,1.7
2016,12,"Nissan ","Nissan Qashqai",152,1.1
2015,1,"Nissan ","Nissan X-Trail",116,1.1
2015,2,"Nissan ","Nissan X-Trail",163,1.5
2016,1,"Nissan ","Nissan X-Trail",91,0.8
2016,2,"Nissan ","Nissan X-Trail",112,0.9
2015,3,"Toyota ","Toyota Avensis",98,0.7
2015,4,"Toyota ","Toyota Avensis",25,0.2
2016,1,"Toyota ","Toyota Avensis",83,0.8
2016,2,"Toyota ","Toyota Avensis",170,1.4
2016,3,"Toyota ","Toyota Avensis",194,1.4
2016,4,"Toyota ","Toyota Avensis",152,1.1
2016,5,"Toyota ","Toyota Avensis",123,1
2016,6,"Toyota ","Toyota Avensis",186,1.4
2016,7,"Toyota ","Toyota Avensis",139,1.3
2014,12,"Volkswagen ","Volkswagen up!",216,1.7
2015,1,"Volkswagen ","Volkswagen up!",194,1.8
2015,2,"Volkswagen ","Volkswagen up!",194,1.8
2015,3,"Volkswagen ","Volkswagen up!",217,1.5
2015,4,"Volkswagen ","Volkswagen up!",210,1.6
2015,5,"Volkswagen ","Volkswagen up!",130,1.1
2015,6,"Volkswagen ","Volkswagen up!",180,1.3
2015,7,"Volkswagen ","Volkswagen up!",114,0.9
2015,8,"Volkswagen ","Volkswagen up!",190,1.5
2015,9,"Volkswagen ","Volkswagen up!",180,1.4
2015,10,"Volkswagen ","Volkswagen up!",137,1
2015,11,"Volkswagen ","Volkswagen up!",147,1.2
2015,12,"Volkswagen ","Volkswagen up!",146,1.1
2016,1,"Volkswagen ","Volkswagen up!",165,1.5
2016,2,"Volkswagen ","Volkswagen up!",138,1.1
2016,3,"Volkswagen ","Volkswagen up!",124,0.9
2016,4,"Volkswagen ","Volkswagen up!",153,1.1
2016,5,"Volkswagen ","Volkswagen up!",135,1
2016,6,"Volkswagen ","Volkswagen up!",155,1.1
2015,1,"Volkswagen ","Volkswagen Golf",1313,12.5
2015,1,"Volkswagen ","Volkswagen Golf",1199,11.2
2015,3,"Volkswagen ","Volkswagen Golf",1421,10
2015,4,"Volkswagen ","Volkswagen Golf",1595,12.5
2015,5,"Volkswagen ","Volkswagen Golf",1323,11
2015,6,"Volkswagen ","Volkswagen Golf",1626,11.4
2015,7,"Volkswagen ","Volkswagen Golf",1542,12.4
2015,8,"Volkswagen ","Volkswagen Golf",1414,11.2
2015,9,"Volkswagen ","Volkswagen Golf",1102,8.9
2015,10,"Volkswagen ","Volkswagen Golf",1368,10.4
2015,11,"Volkswagen ","Volkswagen Golf",1435,11.4
2015,12,"Volkswagen ","Volkswagen Golf",1050,8
2016,1,"Volkswagen ","Volkswagen Golf",998,9.1
2016,2,"Volkswagen ","Volkswagen Golf",1247,10.2
2016,3,"Volkswagen ","Volkswagen Golf",1414,10.2
2016,4,"Volkswagen ","Volkswagen Golf",1713,12.1
2016,5,"Volkswagen ","Volkswagen Golf",1054,8.2
2016,6,"Volkswagen ","Volkswagen Golf",1056,7.7
2016,7,"Volkswagen ","Volkswagen Golf",972,8.8
2016,8,"Volkswagen ","Volkswagen Golf",1214,9.2
2016,9,"Volkswagen ","Volkswagen Golf",996,7.2
2016,10,"Volkswagen ","Volkswagen Golf",858,7.2
2016,11,"Volkswagen ","Volkswagen Golf",905,6.9
2016,12,"Volkswagen ","Volkswagen Golf",721,5.3
2015,3,"Volkswagen ","Volkswagen Polo",139,1
2015,4,"Volkswagen ","Volkswagen Polo",183,1.4
2016,1,"Volkswagen ","Volkswagen Polo",144,1.3
2016,2,"Volkswagen ","Volkswagen Polo",111,0.9
2016,3,"Volkswagen ","Volkswagen Polo",118,0.9
2016,4,"Volkswagen ","Volkswagen Polo",227,1.6
2016,5,"Volkswagen ","Volkswagen Polo",159,1.2
2016,6,"Volkswagen ","Volkswagen Polo",143,1
2016,7,"Volkswagen ","Volkswagen Polo",145,1.3
2016,1,"Mercedes-Benz ","Mercedes-Benz GLC",116,1.1
2016,2,"Mercedes-Benz ","Mercedes-Benz GLC",106,0.9
2014,12,"Volkswagen ","Volkswagen Passat",324,2.6
2015,1,"Volkswagen ","Volkswagen Passat",254,2.4
2015,2,"Volkswagen ","Volkswagen Passat",204,1.9
2015,3,"Volkswagen ","Volkswagen Passat",229,1.6
2015,4,"Volkswagen ","Volkswagen Passat",354,2.8
2015,5,"Volkswagen ","Volkswagen Passat",236,2
2015,6,"Volkswagen ","Volkswagen Passat",308,2.2
2015,7,"Volkswagen ","Volkswagen Passat",356,2.9
2015,8,"Volkswagen ","Volkswagen Passat",240,1.9
2015,9,"Volkswagen ","Volkswagen Passat",184,1.5
2015,10,"Volkswagen ","Volkswagen Passat",286,2.2
2015,11,"Volkswagen ","Volkswagen Passat",358,2.8
2015,12,"Volkswagen ","Volkswagen Passat",198,1.5
2016,1,"Volkswagen ","Volkswagen Passat",236,2.1
2016,2,"Volkswagen ","Volkswagen Passat",310,2.5
2016,3,"Volkswagen ","Volkswagen Passat",372,2.7
2016,4,"Volkswagen ","Volkswagen Passat",684,4.8
2016,5,"Volkswagen ","Volkswagen Passat",530,4.1
2016,6,"Volkswagen ","Volkswagen Passat",463,3.4
2016,7,"Volkswagen ","Volkswagen Passat",444,4
2016,8,"Volkswagen ","Volkswagen Passat",358,2.7
2016,9,"Volkswagen ","Volkswagen Passat",314,2.3
2016,10,"Volkswagen ","Volkswagen Passat",487,4.1
2016,11,"Volkswagen ","Volkswagen Passat",316,2.4
2016,12,"Volkswagen ","Volkswagen Passat",299,2.2
2014,12,"Volkswagen ","Volkswagen Tiguan",195,1.5
2015,1,"Volkswagen ","Volkswagen Tiguan",118,1.1
2016,7,"Volkswagen ","Volkswagen Tiguan",305,2.8
2016,8,"Volkswagen ","Volkswagen Tiguan",331,2.5
2016,9,"Volkswagen ","Volkswagen Tiguan",416,3
2016,10,"Volkswagen ","Volkswagen Tiguan",419,3.5
2016,11,"Volkswagen ","Volkswagen Tiguan",406,3.1
2016,12,"Volkswagen ","Volkswagen Tiguan",650,4.8
2016,1,"Volkswagen ","Volkswagen Touran",65,0.6
2016,2,"Volkswagen ","Volkswagen Touran",65,0.5
2014,12,"Mitsubishi ","Mitsubishi Outlander",163,1.3
2015,1,"Mitsubishi ","Mitsubishi Outlander",326,3.1
2015,2,"Mitsubishi ","Mitsubishi Outlander",157,1.5
2015,3,"Mitsubishi ","Mitsubishi Outlander",204,1.4
2015,4,"Mitsubishi ","Mitsubishi Outlander",280,2.2
2015,5,"Mitsubishi ","Mitsubishi Outlander",399,3.3
2015,6,"Mitsubishi ","Mitsubishi Outlander",487,3.4
2015,7,"Mitsubishi ","Mitsubishi Outlander",126,1
2015,8,"Mitsubishi ","Mitsubishi Outlander",88,0.7
2015,9,"Mitsubishi ","Mitsubishi Outlander",222,1.8
2015,10,"Mitsubishi ","Mitsubishi Outlander",527,4
2015,11,"Mitsubishi ","Mitsubishi Outlander",578,4.6
2015,12,"Mitsubishi ","Mitsubishi Outlander",561,4.3
2016,1,"Mitsubishi ","Mitsubishi Outlander",145,1.3
2016,2,"Mitsubishi ","Mitsubishi Outlander",553,4.5
2016,3,"Mitsubishi ","Mitsubishi Outlander",739,5.3
2016,4,"Mitsubishi ","Mitsubishi Outlander",569,4
2016,5,"Mitsubishi ","Mitsubishi Outlander",553,4.3
2016,6,"Mitsubishi ","Mitsubishi Outlander",590,4.3
2016,7,"Mitsubishi ","Mitsubishi Outlander",552,5
2016,8,"Mitsubishi ","Mitsubishi Outlander",405,3.1
2016,9,"Mitsubishi ","Mitsubishi Outlander",455,3.3
2016,10,"Mitsubishi ","Mitsubishi Outlander",365,3.1
2016,11,"Mitsubishi ","Mitsubishi Outlander",406,3.1
2016,12,"Mitsubishi ","Mitsubishi Outlander",355,2.6
2015,3,"Mercedes-Benz ","Mercedes-Benz B-klasse",91,0.6
2015,4,"Mercedes-Benz ","Mercedes-Benz B-klasse",178,1.4
2015,7,"Mercedes-Benz ","Mercedes-Benz B-klasse",263,2.1
2015,8,"Mercedes-Benz ","Mercedes-Benz B-klasse",220,1.7
2015,9,"Mercedes-Benz ","Mercedes-Benz B-klasse",153,1.2
2015,10,"Mercedes-Benz ","Mercedes-Benz B-klasse",108,0.8
2015,11,"Mercedes-Benz ","Mercedes-Benz B-klasse",141,1.1
2015,12,"Mercedes-Benz ","Mercedes-Benz B-klasse",159,1.2
2016,1,"Mercedes-Benz ","Mercedes-Benz B-klasse",111,1
2016,2,"Mercedes-Benz ","Mercedes-Benz B-klasse",106,0.9
2016,3,"Mercedes-Benz ","Mercedes-Benz B-klasse",179,1.3
2016,4,"Mercedes-Benz ","Mercedes-Benz B-klasse",156,1.1
2016,5,"Mercedes-Benz ","Mercedes-Benz B-klasse",204,1.6
2016,6,"Mercedes-Benz ","Mercedes-Benz B-klasse",215,1.6
2016,7,"Mercedes-Benz ","Mercedes-Benz B-klasse",123,1.1
2016,8,"Mercedes-Benz ","Mercedes-Benz B-klasse",300,2.3
2016,9,"Mercedes-Benz ","Mercedes-Benz B-klasse",258,1.9
2016,10,"Mercedes-Benz ","Mercedes-Benz B-klasse",187,1.6
2016,11,"Mercedes-Benz ","Mercedes-Benz B-klasse",232,1.8
2016,12,"Mercedes-Benz ","Mercedes-Benz B-klasse",200,1.5
2015,1,"Mercedes-Benz ","Mercedes-Benz C-klasse",178,1.7
2015,2,"Mercedes-Benz ","Mercedes-Benz C-klasse",172,1.6
2015,3,"Mercedes-Benz ","Mercedes-Benz C-klasse",133,0.9
2015,4,"Mercedes-Benz ","Mercedes-Benz C-klasse",166,1.3
2015,5,"Mercedes-Benz ","Mercedes-Benz C-klasse",144,1.2
2015,6,"Mercedes-Benz ","Mercedes-Benz C-klasse",142,1
2015,8,"Mercedes-Benz ","Mercedes-Benz C-klasse",126,1
2016,1,"Mercedes-Benz ","Mercedes-Benz C-klasse",159,1.4
2016,2,"Mercedes-Benz ","Mercedes-Benz C-klasse",130,1.1
2016,3,"Mercedes-Benz ","Mercedes-Benz C-klasse",159,1.1
2016,4,"Mercedes-Benz ","Mercedes-Benz C-klasse",104,0.7
2016,5,"Mercedes-Benz ","Mercedes-Benz C-klasse",161,1.3
2016,6,"Mercedes-Benz ","Mercedes-Benz C-klasse",144,1.1
2016,7,"Mercedes-Benz ","Mercedes-Benz C-klasse",128,1.2
2016,9,"Mercedes-Benz ","Mercedes-Benz C-klasse",208,1.5
2016,10,"Mercedes-Benz ","Mercedes-Benz C-klasse",139,1.2
2015,4,"Mercedes-Benz ","Mercedes-Benz E-klasse",48,0.4
2016,3,"Mercedes-Benz ","Mercedes-Benz E-klasse",123,0.9
2016,4,"Mercedes-Benz ","Mercedes-Benz E-klasse",120,0.9
